valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,825,9091915,9.07,NA,739.3,NA,36.1,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,111,9091915,1.22,NA,136,NA,4.9,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,napoli,63,9091915,0.69,NA,54.3,NA,2.8,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,other,759,9091915,8.35,NA,590.7,NA,33.2,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,species,170,9091915,1.87,NA,295.7,NA,7.4,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,360,9091915,3.96,NA,308.7,NA,15.7,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,0 - 16,agegroup_food,all,all,NA,NA,31.12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,17 - 24,agegroup_food,all,all,NA,NA,22.53,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,25 - 44,agegroup_food,all,all,NA,NA,12.21,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,45 - 64,agegroup_food,all,all,NA,NA,12.02,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,65+,agegroup_food,all,all,NA,NA,17.73,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,unknown,agegroup_food,all,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,0 - 16,agegroup_food,all,all,NA,NA,31.94,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,17 - 24,agegroup_food,all,all,NA,NA,22.53,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,25 - 44,agegroup_food,all,all,NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,45 - 64,agegroup_food,all,all,NA,NA,12.21,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,65+,agegroup_food,all,all,NA,NA,18.62,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,unknown,agegroup_food,all,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,0 - 16,agegroup_food,all,all,NA,NA,33.58,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,17 - 24,agegroup_food,all,all,NA,NA,23.61,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,25 - 44,agegroup_food,all,all,NA,NA,13.55,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,45 - 64,agegroup_food,all,all,NA,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,65+,agegroup_food,all,all,NA,NA,19.72,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,unknown,agegroup_food,all,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,0 - 16,agegroup_food,all,all,NA,NA,35.14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,17 - 24,agegroup_food,all,all,NA,NA,24.79,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,25 - 44,agegroup_food,all,all,NA,NA,14.36,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,45 - 64,agegroup_food,all,all,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,65+,agegroup_food,all,all,NA,NA,20.88,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,unknown,agegroup_food,all,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,female,all,7169,NA,NA,NA,NA,NA,48.4,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,male,all,7628,NA,NA,NA,NA,NA,51.5,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,unknown,all,15,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,female,all,7444,NA,NA,NA,NA,NA,48.5,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,male,all,7906,NA,NA,NA,NA,NA,51.5,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,unknown,all,14,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,female,all,7985,NA,NA,NA,NA,NA,48.7,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,male,all,8385,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,unknown,all,17,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,female,all,8402,NA,NA,NA,NA,NA,48.5,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,male,all,8899,NA,NA,NA,NA,NA,51.4,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,unknown,all,19,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
